INSTANCE_ID,REFERENCE_ID,level_all_num,level1_num,level2_num,level3_num,level4_num,level5_num,level6_num,level1_char,level2_char,level3_char,level4_char,level5_char,level6_char,ANCHOR_TEXT,CONTEXT_PARAGRAPH
2813,1897396,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Taia et al. (2013),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2814,1065351,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Burkey et al. (2012),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2815,2553489,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,"Li et al., 2013a","The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2816,3384795,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Gundel et al. (2015),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2817,3289378,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Wang et al. (2015),"The recent literature shows that across most plant reproduction metrics (e.g., flower number, fruit number, fruit weight, seed number, rate of seed germination) and exposure concentrations that ozone has significant negative effects on plant reproduction. Although crop yield is sometimes considered a measure of reproduction, it is discussed separately in Section 8.5. Additional studies contribute to an increasingly refined understanding of how ozone affects plant reproduction in agricultural and horticultural species [e.g., snap bean (P. vulgaris), cowpea (Vigna unguiculata), pepper (Capsicum annuum), and petunia (Petunia hybrid); Yang et al. (2017); Tetteh et al. (2015); Taia et al. (2013); Burkey et al. (2012)], agricultural weeds (Li et al., 2013a), and pasture/grassland species [Gundel et al. (2015); Wang et al. (2015); Table 8-9]."
2818,2640740,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Leisner and Ainsworth (2012),"In a first of its kind study, Leisner and Ainsworth (2012) conducted a quantitative meta-analysis to understand the general magnitude and direction of the effects of ozone exposure on plant reproduction. Their conclusions were based on data from 128 studies and many plant species. They categorized ozone exposure concentration using daytime means (4-, 7-, 8-, or 12-hour daytime mean depending on data reported). Compared with charcoal-filtered air, most metrics of plant reproduction were reduced under elevated ozone (Figure 8-3). Furthermore, compared with ambient air (an avg of 33 ppb across all studies), all metrics of plant reproduction were reduced under elevated ozone (Figure 8-4). For instance, in experiments that used charcoal-filtered air as the control, seed number decreased 16% (at an avg exposure of 70 ppb), and fruit number decreased 9% (at an avg exposure of 90 ppb). In experiments that used ambient air as the control, average fruit weight decreased 51% (at an avg exposure of 98 ppb), which was the largest effect observed in this part of the meta-analysis, and seed number decreased approximately 10% (at an avg exposure of 68 ppb). Some metrics significantly decreased even under the lowest exposure category (<40 ppb). A trend in larger negative responses under higher exposure levels existed for some metrics of plant reproduction, including fruit number and average fruit weight when ambient air was used as the control."
2819,2640740,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Leisner and Ainsworth (2012),"Leisner and Ainsworth (2012) also analyzed the response in reproduction to ozone exposure of contrasting plant types (i.e., annual vs. perennial, monocot vs. dicot, C3 vs. C4, and indeterminate vs. determinate growth form) and found few significant differences in response magnitude or direction. One exception was that indeterminate plants had much greater reductions in fruit weight and fruit number than determinate plants (53.9% decrease vs. 4.4% increase, and 44.9% decrease vs. 7.1% decrease, respectively)."
2820,3355503,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Sanz et al. (2016),Sanz et al. (2016) developed linear exposure (AOT40)-response and Phytotoxic Ozone Dose (POD1)-response curves for reproductive biomass in ozone-sensitive species of clover (Trifolium spp.) found in Europe. Reproduction was reduced significantly with increasing ozone exposure (r2 = 0.45) and ozone dose (r2 = 0.69).
2821,2640740,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Leisner and Ainsworth (2012),"ppb = parts per billion. Note: The parentheticals on the right of the panel show degrees of freedom for each data point in the panel and average exposure concentration represented by the effect. Source: Reprinted with permission from the publisher, adapted from Leisner and Ainsworth (2012)."
2822,2640740,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Leisner and Ainsworth (2012),"FLN = flower number; FN = fruit number; FW = fruit weight; HI = harvest index; ppb = parts per billion; SF = seeds per fruiting structure; SN = total seed number; SW = seed weight; WP = seed weight per plant; Y = yield. Note: The parentheticals on the right of the panel show degrees of freedom for each data point in the panel and average exposure concentration represented by the effect. Source: Reprinted with permission from the publisher, adapted from Leisner and Ainsworth (2012)."
2823,3008688,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,Gillespie et al. (2015),"Gillespie et al. (2015) isolated the effects of ozone on particular reproductive tissues of tomato (Lycopersicon esculentum). Pollen grains exposed to ozone have significantly reduced germination and pollen tube growth in vitro. Reductions in pollen viability and pollen tube development in vivo tended to be greatest with exposure of pollen and the pollen recipient's stigma surface. Reduction in ovule fertilization, on the other hand, seemed to occur at approximately the same magnitude whether the pollen, stigma, or both were exposed to ozone. Finally, when developing fruits were exposed to ozone (but the rest of the plant was in charcoal-filtered air), fruit fresh weight and the number of seeds per fruit were reduced by 19 and 14%, respectively, relative to fruit developing in charcoal-filtered air, thus showing direct effects of ozone on developing fruit tissue."
2824,3382944,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,"Black et al., 2012","The timing of ozone exposure relative to reproductive development stages can affect reproductive outcomes in some cases. Flowers exposed to ozone early in their development tended to produce shorter fruits than flowers exposed later in their development. On the other hand, ozone exposure seemed to decrease the number of mature seeds per fruit by about the same amount regardless of flower developmental stage (Black et al., 2012)."
2825,43280,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,"Bell et al., 1991","For noncultivated plants, authors have long hypothesized that air pollution could be a selective force driving the evolution of plant populations over generations, with potential consequences for community interactions (Bell et al., 1991). One recent study evaluated traits from three lines of the agricultural weed Spergula arvensis that were selected over generations under three different ozone concentrations (Landesmann et al., 2013). Selected lines appeared to vary in their seed germination rate under a range of laboratory conditions, but differences were not as clear for seed viability under more field-like conditions. Further evidence would be necessary to evaluate whether ozone-driven selection resulted in measurable changes in these lines that are relevant to field settings and interactions with other community members, including agricultural crops."
2826,2547050,8.4.1,8,4,1,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Reproduction,,,,"Landesmann et al., 2013","For noncultivated plants, authors have long hypothesized that air pollution could be a selective force driving the evolution of plant populations over generations, with potential consequences for community interactions (Bell et al., 1991). One recent study evaluated traits from three lines of the agricultural weed Spergula arvensis that were selected over generations under three different ozone concentrations (Landesmann et al., 2013). Selected lines appeared to vary in their seed germination rate under a range of laboratory conditions, but differences were not as clear for seed viability under more field-like conditions. Further evidence would be necessary to evaluate whether ozone-driven selection resulted in measurable changes in these lines that are relevant to field settings and interactions with other community members, including agricultural crops."
2827,1059518,8.4.2,8,4,2,.,.,.,APPENDIX 8 | ECOLOGICAL EFFECTS,"Plant Reproduction, Phenology, and Mortality",Plant Phenology,,,,"Hayes et al., 2011","No effect on timing of flowering was recorded for Leontodon hispidus, Dactylis glomerate, or Anthoxanthum odoratum over a range of ozone seasonal 24-hour means (21-103 ppb), either during greenhouse exposure or 2 months after exposure (Hayes et al., 2011). Similarly, no effects of two consecutive seasons of a range of ozone seasonal 24-hour means (19-73 ppb) were observed on timing of flowering in Briza media, Sanguisorba minor, or Scabiosa columbaria (Hayes et al., 2012b)."
